"package"
"glcm"
"GLCMTextures"
"gloBFPr"
"glossa"
"googletraffic"
"gps.track"
"grainscape"
"graph4lg"
"graticule"
"grec"
"GREENeR"
"greenR"
"greenSD"
"gridpattern"
"growthTrendR"
"gsClusterDetect"
"gstat"
"gtfs2emis"
"gtfs2gps"
"gtfstools"
"GWlasso"
"GWmodel"
"GWnnegPCA"
"GWpcor"
"gwpcormapper"
"GWSDAT"
"h3jsr"
"habtools"
"happign"
"HDSpatialScan"
"healthatlas"
"helsinki"
"hemispheR"
"hereR"
"hero"
"heterogen"
"hexify"
"hgwrr"
"hillshader"
"himach"
"hosm"
"HurreconR"
"hwsdr"
"hydflood"
"hydrodownloadR"
"hydroloom"
"hyfo"
"hypervolume"
"icardaFIGSr"
"IceSat2R"
"icosa"
"ICvectorfields"
"idbr"
"igr"
"ILORA"
"imageRy"
"importinegi"
"ineAtlas"
"inecolr"
"infocausality"
"infoxtr"
"inlabru"
"INLAspacetime"
"insetplot"
"intamap"
"intamapInteractive"
"InterpolateR"
"intkrige"
"intSDM"
"ipdw"
"IRexamples"
"iRfcb"
"isocat"
"IsoriX"
"ispdata"
"ISRaD"
"itcSegment"
"itmsa"
"itsdm"
"jmastats"
"jollofR"
"jpgrid"
"jpmesh"
"kehra"
"kernelPhil"
"kissmig"
"KMLtoSHAPE"
"knfi"
"kokudosuuchi"
"kuenm2"
"LabourMarketAreas"
"LAGOSNE"
"LAIr"
"lakefetch"
"lakemorpho"
"LandComp"
"landform"
"landscapemetrics"
"landscapeR"
"landsepi"
"latbias"
"layer"
"lazysf"
"lconnect"
"ldmppr"
"leafem"
"leafgl"
"leaflet"
"leafpm"
"leafpop"
"leastcostpath"
"letsR"
"lgcp"
"lidaRtRee"
"lidR"
"lifeR"
"linemap"
"link2GI"
"LMoFit"
"localsp"
"loopevd"
"LPDynR"
"LST"
"lue"
"lulcc"
"lwgeom"
"M3"
"macleish"
"macroBiome"
"MainExistingDatasets"
"makePalette"
"malariaAtlas"
"mammalcol"
"manureshed"
"mapboxapi"
"mapchina"
"mapedit"
"MapGAM"
"mapgl"
"mapi"
"mapindia"
"mapindiatools"
"Mapinguari"
"mapiso"
"maplamina"
"mapme.biodiversity"
"mapmisc"
"mapmixture"
"mappestRisk"
"mapsapi"
"mapscanner"
"mapSenegal"
"mapsf"
"mapSpain"
"mapsRinteractive"
"mapStats"
"maptiles"
"mapview"
"mapycusmaximus"
"marmap"
"maskRangeR"
"MassWateR"
"MatchingPursuit"
"MaxentVariableSelection"
"maxlike"
"MazamaSpatialPlots"
"MazamaSpatialUtils"
"mbg"
"MBHdesign"
"mddmaps"
"medfateland"
"memgene"
"MetaLandSim"
"metaRange"
"meteo"
"meteoForecast"
"meteoland"
"meteospain"
"metR"
"MetricGraph"
"mgc"
"mgwrhw"
"mgwrsar"
"MIAmaxent"
"micromap"
"micromapST"
"MigConnectivity"
"misc"
"misuvi"
"mkde"
"mlr3spatial"
"mlspatial"
"ModelMap"
"modEvA"
"modisfast"
"MODISTools"
"momentuHMM"
"mongolstats"
"monographaR"
"mop"
"motif"
"move"
"move2"
"movecost"
"movedesign"
"movegroup"
"mrangr"
"mregions2"
"MRG"
"MTA"
"multilandr"
"multimark"
"MultiscaleDTM"
"multiScaleR"
"MultiscaleSCP"
"naijR"
"ncdfgeom"
"ndi"
"necountries"
"neonPlantEcology"
"neotoma2"
"NetLogoR"
"netmap"
"nhdplusTools"
"nhdR"
"NicheBarcoding"
"nichevol"
"nimblewomble"
"NipponMap"
"nlrx"
"nngeo"
"nominatimlite"
"nosoi"
"npphen"
"nswgeo"
"OasisR"
"oceanexplorer"
"oceanic"
"oceanmap"
"OCNet"
"odbr"
"ofpetrial"
"ohsome"
"ohun"
"ohvbd"
"onmaRg"
"openairmaps"
"opendatatoronto"
"openeo"
"OpenRange"
"OpenStreetMap"
"opentripplanner"
"Orcs"
"OrgHeatmap"
"osc"
"osmextract"
"OSMscale"
"osrm"
"OTBsegm"
"otpr"
"OtsuFire"
"OtsuSeg"
"overturemapsr"
"overtureR"
"ows4R"
"ozmaps"
"paar"
"pacu"
"paisaje"
"palaeoverse"
"paleobioDB"
"paleopop"
"PAMscapes"
"pannotator"
"pargasite"
"pastclim"
"patternize"
"pavo"
"pc"
"pct"
"pep725"
"PersomicsArray"
"pgirmess"
"phenomap"
"phenopix"
"PHENTHAUproc"
"photon"
"phyloraster"
"phyloregion"
"phylospatial"
"PiC"
"PL94171"
"plainview"
"PlanetNICFI"
"planscorer"
"plantTracker"
"pliman"
"plotdap"
"plusCode2"
"pMEM"
"poems"
"PointedSDMs"
"Poly4AT"
"PopGenHelpR"
"PopGenReport"
"populR"
"potential"
"ppcSpatial"
"ppgm"
"pRecipe"
"predicts"
"PReMiuM"
"pressuRe"
"prevR"
"prior3D"
"priorCON"
"prioritizr"
"prioritizrdata"
"prism"
"PROJ"
"pseudohouseholds"
"pspatreg"
"ptools"
"pycno"
"QBMS"
"qPRAentry"
"QRAGadget"
"qrencoder"
"qrlabelr"
"quadkeyr"
"quadmesh"
"qualmap"
"quaxnat"
"quickPlot"
"r5r"
"r5rgui"
"RAC"
"raceland"
"rangeBuilder"
"rangeMapper"
"rangeModelMetadata"
"rangemodelR"
"rangr"
"rapr"
"raptr"
"rassta"
"raster"
"rasterbc"
"rasterdiv"
"rasterDT"
"rasterKernelEstimates"
"rasterList"
"rasterpic"
"rasterVis"
"raybevel"
"rayrender"
"rayshader"
"raytracing"
"rbgm"
"rcaiman"
"RcamelsCL"
"rcarbon"
"RcensusPkg"
"RCGLS"
"RchivalTag"
"rcoins"
"rcontroll"
"rcrimeanalysis"
"rcrisp"
"RCzechia"
"rdhs"
"rdwplus"
"read.abares"
"ReadDIM"
"rechaRge"
"recluster"
"Recocrop"
"recolorize"
"red"
"reddPrec"
"redist"
"redistmetrics"
"redistverse"
"redlistr"
"ref.ICAR"
"regional"
"Relectoral"
"remap"
"remote"
"rerddapXtracto"
"resourcecode"
"restoptr"
"rFIA"
"rflexscan"
"rflsgen"
"RFplus"
"rgeoda"
"rgeopat2"
"Rglottography"
"rgplates"
"rgugik"
"rict"
"ripc"
"RiskMap"
"ritalic"
"riverdist"
"rivnet"
"RKaggle"
"rKIN"
"rLakeHabitat"
"rlandfire"
"rleafmap"
"rLFT"
"Rlibkdv"
"rmacrostrat"
"rmapshaper"
"rmapzen"
"rmdd"
"rnaturalearth"
"rnrfa"
"roads"
"robis"
"robust.prioritizr"
"rolap"
"rosm"
"rosmium"
"roughsf"
"rPAex"
"rpaleoclim"
"RPhosFate"
"rpostgis"
"RPyGeo"
"RRgeo"
"Rsagacmd"
"rsat"
"rsi"
"rsocialwatcher"
"rSPARCS"
"rstac"
"RStoolbox"
"rsurvstat"
"rTLS"
"rTLsDeep"
"rtop"
"Rtrack"
"rtrend"
"rts"
"rts2"
"RuHere"
"rwc"
"RWmisc"
"rworldmap"
"s2"
"S4DM"
"sabre"
"sae4health"
"SAiVE"
"samc"
"sampbias"
"sapo"
"sara4r"
"satellite"
"satres"
"scapesClassification"
"scBio"
"SCDA"
"scenfire"
"SchoolDataIT"
"sdcSpatial"
"SDLfilter"
"sdm"
"sdmpredictors"
"SDMtune"
"sdmvspecies"
"SDPDmod"
"sdsfun"
"SeaGraphs"
"SEAHORS"
"secr"
"secrdesign"
"secrlinear"
"SegEnvIneq"
"segmetric"
"SemiparMF"
"SESraster"
"sf"
"sfarrow"
"sfcentral"
"sfclust"
"sfdct"
"sfdep"
"sfhelper"
"sfhotspot"
"sfislands"
"sfnetworks"
"sftime"
"sftrack"
"sgapi"
"sgsR"
"ShapePattern"
"ShapeSelectForest"
"shar"
"SHARK4R"
"shoredate"
"sigugr"
"siland"
"simodels"
"SiMRiv"
"SimSurvey"
"simulariatools"
"sirad"
"sits"
"skytrackr"
"slideview"
"slippymath"
"slopes"
"smartmap"
"smile"
"SMITIDstruct"
"smoothr"
"smosr"
"SNMA"
"SnowData"
"socratadata"
"soilassessment"
"SoilSaltIndex"
"sorvi"
"spacemodR"
"SpaDES.core"
"SpaDES.tools"
"spanishoddata"
"spanner"
"sparrpowR"
"SpatFD"
"SpatGC"
"spatgeom"
"SpatGRID"
"spatialAtomizeR"
"SpatialDownscaling"
"spatialEco"
"spatialGE"
"SpatialGraph"
"SpatialInference"
"spatialising"
"SpatialKDE"
"SpatialPosition"
"SpatialRDD"
"spatialreg"
"spatialrisk"
"spatialsample"
"SpaTopic"
"spatsoc"
"spatsurv"
"spbal"
"spDates"
"spdep"
"spdgp"
"spdynmod"
"spectator"
"spectralR"
"spEDM"
"sperich"
"spex"
"sphet"
"spMaps"
"spmodel"
"spmoran"
"spnaf"
"spNetwork"
"spocc"
"SppTrend"
"spqdep"
"spsurvey"
"spup"
"sqlhelper"
"SSDM"
"ssebiEF"
"sshicm"
"SSIMmap"
"SSN2"
"SSNbayes"
"SSNbler"
"sspm"
"sta"
"stampr"
"stars"
"starsExtra"
"starsTileServer"
"stats19"
"stCEG"
"stcos"
"stelfi"
"stfit"
"stoichUtilities"
"StormR"
"stplanr"
"stppSim"
"StreamCatTools"
"streamDepletr"
"streetscape"
"stxplore"
"subincomeR"
"sugarbag"
"SUMMER"
"suntools"
"supercells"
"SurfaceTortoise"
"SurfRough"
"surveyPrev"
"surveyvoi"
"swash"
"swfscDAS"
"swfscMisc"
"SWTools"
"tabs"
"tabularaster"
"tanaka"
"TCHazaRds"
"TDLM"
"tectonicr"
"tenm"
"terra"
"terrainr"
"theiaR"
"tidycensus"
"tidycensuskr"
"tidycountries"
"tidygeoRSS"
"tidypopgen"
"tidyrgee"
"tidysdm"
"tidyterra"
"tidytransit"
"tigris"
"tilegramsR"
"tilemaps"
"tiler"
"tinytiger"
"tinyVAST"
"tissot"
"tmap"
"tmap.cartogram"
"tmap.glyphs"
"tmap.mapgl"
"tmap.networks"
"tmaptools"
"tmapverse"
"TOC"
"tongfen"
"topoDistance"
"toponym"
"track2KBA"
"trackdem"
"trackdf"
"trackeR"
"trackeRapp"
"trafficCAR"
"transformr"
"transfR"
"treePlotArea"
"TreeRingShape"
"treesliceR"
"tReeTraits"
"trigpoints"
"trip"
"TroublemakeR"
"Ts"
"TUFLOWR"
"twc"
"uavRmp"
"uci"
"UKFE"
"ulex"
"upstartr"
"ursa"
"usdm"
"USE"
"usmapdata"
"valh"
"valhallr"
"valuemap"
"VancouvR"
"vapour"
"vectorsurvR"
"vein"
"velociraptr"
"vietnameseConverter"
"viewscape"
"virtualspecies"
"visor"
"vmsae"
"voluModel"
"vostokR"
"VoxR"
"walkboutr"
"WaterBalanceR"
"waterquality"
"waver"
"waywiser"
"WCM"
"wdiEF"
"wdnr.gis"
"wdpar"
"weatherOz"
"weathR"
"weed"
"WEGE"
"WeightedTreemaps"
"weightedVoronoi"
"wflo"
"wildlifeDI"
"windAC"
"wingen"
"wk"
"wkpool"
"WorldMapR"
"worldmet"
"wpeR"
"zipcodeR"
"zippeR"
"zonebuilder"
